-1.072385720908641815e-02 -1.069458760321140289e-02
-1.067291386425495148e-02 -1.042920909821987152e-02
-1.063719298690557480e-02 -1.013335678726434708e-02
-1.061645615845918655e-02 -9.809060022234916687e-03
-1.061070244759321213e-02 -9.458400309085845947e-03
-1.061963289976119995e-02 -9.083187207579612732e-03
-1.064312644302845001e-02 -8.685831911861896515e-03
-1.068070530891418457e-02 -8.268361911177635193e-03
-1.073200814425945282e-02 -7.832969538867473602e-03
-1.079655624926090240e-02 -7.381848059594631195e-03
-1.087387092411518097e-02 -6.917243357747793198e-03
-1.096329186111688614e-02 -6.441184319555759430e-03
-1.106434036046266556e-02 -5.955807399004697800e-03
-1.117641665041446686e-02 -5.463031586259603500e-03
-1.129832118749618530e-02 -4.964720457792282104e-03
-1.142969634383916855e-02 -4.462737124413251877e-03
-1.156970113515853882e-02 -3.958506509661674500e-03
-1.171731762588024139e-02 -3.453399054706096649e-03
-1.187176629900932312e-02 -2.948784967884421349e-03
-1.203190907835960388e-02 -2.445650752633810043e-03
-1.219726633280515671e-02 -1.944818184711039066e-03
-1.236633956432342529e-02 -1.447000191546976566e-03
-1.253846846520900726e-02 -9.525254718028008938e-04
-1.271257549524307251e-02 -4.615584912244230509e-04
-1.288740243762731552e-02 2.584605135780293494e-05
-1.306198909878730774e-02 5.100717535242438316e-04
-1.323519740253686905e-02 9.913379326462745667e-04
-1.340582873672246933e-02 1.470576040446758270e-03
-1.357286330312490463e-02 1.948608551174402237e-03
-1.373492460697889328e-02 2.426476450636982918e-03
-1.389081217348575592e-02 2.905221423134207726e-03
-1.403914764523506165e-02 3.386597149074077606e-03
-1.417897269129753113e-02 3.871809458360075951e-03
-1.430872920900583267e-02 4.362612031400203705e-03
-1.442727819085121155e-02 4.860813729465007782e-03
-1.453288085758686066e-02 5.368277896195650101e-03
-1.462451927363872528e-02 5.886758212000131607e-03
-1.470051519572734833e-02 6.418173667043447495e-03
-1.475967001169919968e-02 6.964605767279863358e-03
-1.480030547827482224e-02 7.527809590101242065e-03
-1.482104230672121048e-02 8.109592832624912262e-03
-1.482026278972625732e-02 8.711819536983966827e-03
-1.479670871049165726e-02 9.336023591458797455e-03
-1.474876236170530319e-02 9.983630850911140442e-03
-1.467486377805471420e-02 1.065612118691205978e-02
-1.457381621003150940e-02 1.135442592203617096e-02
-1.444411929696798325e-02 1.207953132688999176e-02
-1.428433600813150406e-02 1.283182110637426376e-02
-1.409344747662544250e-02 1.361167896538972855e-02
-1.387031469494104385e-02 1.441910490393638611e-02
-1.361385826021432877e-02 1.525360625237226486e-02
-1.332353986799716949e-02 1.611446961760520935e-02
-1.299833972007036209e-02 1.700054667890071869e-02
-1.263843756169080734e-02 1.791035383939743042e-02
-1.224311534315347672e-02 1.884197443723678589e-02
-1.181279215961694717e-02 1.979316025972366333e-02
-1.134782657027244568e-02 2.076139301061630249e-02
-1.084917876869440079e-02 2.174354530870914459e-02
-1.031780615448951721e-02 2.273677103221416473e-02
-9.755209088325500488e-03 2.373728528618812561e-02
-9.163185022771358490e-03 2.474169060587882996e-02
-8.543830364942550659e-03 2.574609406292438507e-02
-7.899902760982513428e-03 2.674693800508975983e-02
-7.233920041471719742e-03 2.774021774530410767e-02
-6.549477577209472656e-03 2.872242592275142670e-02
-5.849452223628759384e-03 2.969005517661571503e-02
-5.137680098414421082e-03 3.063981607556343079e-02
-4.417877178639173508e-03 3.156886249780654907e-02
-3.693578299134969711e-03 3.247472271323204041e-02
-2.968560904264450073e-03 3.335520625114440918e-02
-2.246360294520854950e-03 3.420878201723098755e-02
-1.530273002572357655e-03 3.503418341279029846e-02
-8.231156389228999615e-04 3.583026677370071411e-02
-1.277053524972870946e-04 3.659642115235328674e-02
5.541599239222705364e-04 3.733172267675399780e-02
1.221281476318836212e-03 3.803496062755584717e-02
1.872700406238436699e-03 3.870366886258125305e-02
2.508536679670214653e-03 3.933395445346832275e-02
3.129509510472416878e-03 3.991919383406639099e-02
3.737057093530893326e-03 4.044901952147483826e-02
4.333216696977615356e-03 4.090775921940803528e-02
4.920686595141887665e-03 4.127217456698417664e-02
5.501683801412582397e-03 4.150954633951187134e-02
6.079563871026039124e-03 4.157498478889465332e-02
6.656245794147253036e-03 4.140809550881385803e-02
7.233406882733106613e-03 4.092979058623313904e-02
7.810927461832761765e-03 4.003883898258209229e-02
8.387668989598751068e-03 3.860879689455032349e-02
8.959616534411907196e-03 3.648488968610763550e-02
9.519875980913639069e-03 3.348224982619285583e-02
1.005897950381040573e-02 2.938598208129405975e-02
1.056374050676822662e-02 2.395218610763549805e-02
1.101797819137573242e-02 1.691170223057270050e-02
1.140245236456394196e-02 7.976958528161048889e-03
1.169552747160196304e-02 -3.148339688777923584e-03
1.187383010983467102e-02 -1.675812527537345886e-02
1.191314682364463806e-02 -3.312966600060462952e-02
1.178956404328346252e-02 -5.250823125243186951e-02
1.148006599396467209e-02 -7.509123533964157104e-02
1.096421759575605392e-02 -1.010138317942619324e-01
